1998.186 1998.418 1998.651 1998.883 1999.115 1999.347 1999.579 1999.811
2000.043 2000.275 2000.508 2000.74 2000.972 2001.204 2001.436 2001.669
2001.901 2002.133 2002.366 2002.598 2002.83 2003.063 2003.295 2003.527
2003.76 2003.992 2004.224 2004.457 2004.689 2004.922 2005.154 2005.387
2005.619 2005.852 2006.084 2006.317 2006.549 2006.782 2007.014 2007.247
2007.479 2007.712 2007.945 2008.177 2008.41 2008.642 2008.875 2009.108
2009.341 2009.573 2009.806 2010.039 2010.271 2010.504 2010.737 2010.97
2011.203 2011.435 2011.668 2011.901 2012.134 2012.367 2012.6 2012.833
2013.065 2013.298 2013.531 2013.764 2013.997 2014.23 2014.463 2014.696
2014.929 2015.162 2015.395 2015.628 2015.861 2016.095 2016.328 2016.561
2016.794 2017.027 2017.26 2017.493 2017.727 2017.96 2018.193 2018.426
2018.659 2018.893 2019.126 2019.359 2019.593 2019.826 2020.059 2020.292
2020.526 2020.759 2020.993 2021.226 2021.459 2021.693 2021.926 2022.16
2022.393 2022.627 2022.86 2023.093 2023.327 2023.561 2023.794 2024.028
2024.261 2024.495 2024.728 2024.962 2025.196 2025.429 2025.663 2025.896
2026.13 2026.364 2026.598 2026.831 2027.065 2027.299 2027.532 2027.766
2028 2028.234 2028.468 2028.701 2028.935 2029.169 2029.403 2029.637
2029.871 2030.105 2030.339 2030.572 2030.806 2031.04 2031.274 2031.508
2031.742 2031.976 2032.21 2032.444 2032.678 2032.912 2033.147 2033.381
2033.615 2033.849 2034.083 2034.317 2034.551 2034.785 2035.02 2035.254
2035.488 2035.722 2035.956 2036.191 2036.425 2036.659 2036.894 2037.128
2037.362 2037.597 2037.831 2038.065 2038.3 2038.534 2038.768 2039.003
2039.237 2039.472 2039.706 2039.941 2040.175 2040.41 2040.644 2040.879
2041.113 2041.348 2041.582 2041.817 2042.051 2042.286 2042.521 2042.755
2042.99 2043.225 2043.459 2043.694 2043.929 2044.163 2044.398 2044.633
2044.868 2045.102 2045.337 2045.572 2045.807 2046.042 2046.276 2046.511
2046.746 2046.981 2047.216 2047.451 2047.686 2047.921 2048.156 2048.39
2048.625 2048.86 2049.095 2049.33 2049.565 2049.8 2050.036 2050.271
2050.506 2050.741 2050.976 2051.211 2051.446 2051.681 2051.916 2052.152
2052.387 2052.622 2052.857 2053.092 2053.328 2053.563 2053.798 2054.033
2054.269 2054.504 2054.739 2054.975 2055.21 2055.445 2055.681 2055.916
