799.7054 799.7175 799.7297 799.7418 799.754
799.7661 799.7783 799.7904 799.8026 799.8148
799.8269 799.8391 799.8512 799.8633 799.8755
799.8876 799.8998 799.912 799.9241 799.9363
799.9484 799.9606 799.9727 799.9849 799.9971
800.0092 800.0214 800.0335 800.0457 800.0578
800.0699 800.0822 800.0943 800.1064 800.1186
800.1307 800.1429 800.1551 800.1672 800.1794
800.1915 800.2037 800.2159 800.228 800.2402
800.2523 800.2645 800.2766 800.2888 800.301
800.3131 800.3253 800.3375 800.3496 800.3618
800.3739 800.386 800.3983 800.4104 800.4225
800.4347 800.4469 800.459 800.4712 800.4833
800.4955 800.5077 800.5198 800.532 800.5442
800.5563 800.5685 800.5806 800.5928 800.605
800.6171 800.6293 800.6415 800.6536 800.6658
800.678 800.6901 800.7023 800.7144 800.7266
800.7388 800.7509 800.7631 800.7753 800.7874
800.7996 800.8118 800.8239 800.8361 800.8483
800.8604 800.8726 800.8848 800.8969 800.9091
800.9213 800.9334 800.9456 800.9578 800.9699
800.9821 800.9943 801.0064 801.0186 801.0308
801.0429 801.0551 801.0673 801.0795 801.0916
801.1038 801.116 801.1281 801.1403 801.1525
801.1646 801.1768 801.189 801.2011 801.2133
801.2255 801.2377 801.2498 801.262 801.2742
801.2863 801.2985 801.3107 801.3229 801.335
801.3472 801.3594 801.3715 801.3837 801.3959
801.4081 801.4202 801.4324 801.4446 801.4567
801.4689 801.4811 801.4933 801.5054 801.5176
801.5298 801.542 801.5541 801.5663 801.5785
801.5907 801.6028 801.6151 801.6272 801.6394
801.6516 801.6638 801.6759 801.6881 801.7003
801.7125 801.7246 801.7368 801.749 801.7612
801.7733 801.7855 801.7977 801.8099 801.822
801.8342 801.8464 801.8586 801.8708 801.8829
801.8951 801.9073 801.9195 801.9316 801.9438
801.956 801.9682 801.9804 801.9926 802.0048
802.0169 802.0291 802.0413 802.0535 802.0657
802.0778 802.09 802.1022 802.1144 802.1266
802.1387 802.1509 802.1631 802.1753 802.1875
802.1996 802.2119 802.224 802.2362 802.2484
802.2606 802.2728 802.285 802.2971 802.3093
802.3215 802.3337 802.3459 802.358 802.3702
802.3824 802.3946 802.4068 802.419 802.4312
802.4434 802.4556 802.4677 802.4799 802.4921
802.5043 802.5165 802.5287 802.5409 802.553
802.5652 802.5775 802.5896 802.6018 802.614
802.6262 802.6384 802.6506 802.6628 802.6749
802.6871 802.6993 802.7115 802.7237 802.7359
802.7481 802.7603 802.7725 802.7847 802.7969
802.809 802.8212 802.8334 802.8456 802.8578
802.87 802.8822 802.8944 802.9066 802.9188
802.931 802.9432 802.9553 802.9675 802.9797
802.9919 803.0042 803.0163 803.0285 803.0407
803.0529 803.0651 803.0773 803.0895 803.1017
803.1139 803.1261 803.1382 803.1505 803.1627
803.1749 803.1871 803.1993 803.2114 803.2236
803.2358 803.248 803.2603 803.2725 803.2846
803.2968 803.309 803.3212 803.3334 803.3456
803.3578 803.37 803.3822 803.3944 803.4066
803.4188 803.431 803.4432 803.4554 803.4677
803.4798 803.492 803.5042 803.5164 803.5286
803.5408 803.553 803.5652 803.5775 803.5897
803.6018 803.614 803.6262 803.6384 803.6506
803.6628 803.675 803.6873 803.6995 803.7117
803.7239 803.7361 803.7483 803.7605 803.7727
803.7849 803.7971 803.8093 803.8215 803.8337
803.8459 803.8581 803.8703 803.8825 803.8947
803.9069 803.9191 803.9313 803.9435 803.9557
803.968 803.9802 803.9924 804.0046 804.0168
804.029 804.0412 804.0534 804.0656 804.0778
804.09 804.1022 804.1144 804.1266 804.1389
804.1511 804.1633 804.1755 804.1877 804.2
804.2122 804.2244 804.2366 804.2488 804.261
804.2732 804.2854 804.2976 804.3098 804.322
804.3342 804.3464 804.3586 804.3708 804.3831
